scenario_id,test_expectation,error_scenario_code,invoice_number,invoice_date,invoice_type_code,invoice_currency_code,invoice_transaction_type_code,payment_due_date,business_process_type,specification_identifier,payment_means_type_code,seller_name,seller_electronic_address,seller_electronic_identifier,seller_legal_registration_identifier,seller_legal_registration_identifier_type,seller_tax_registration_identifier,seller_tax_scheme_code,seller_address_line_1,seller_city,seller_country_subdivision,seller_country_code,buyer_name,buyer_electronic_address,buyer_electronic_identifier,buyer_legal_registration_identifier,buyer_legal_registration_identifier_type,buyer_address_line_1,buyer_city,buyer_country_subdivision,buyer_country_code,sum_of_invoice_line_net_amount,invoice_total_amount_without_tax,invoice_total_tax_amount,invoice_total_amount_with_tax,amount_due_for_payment,tax_category_taxable_amount,tax_category_tax_amount,tax_category_code,tax_category_rate,invoice_line_identifier,invoiced_quantity,unit_of_measure_code,invoice_line_net_amount,item_net_price,item_gross_price,item_price_base_quantity,invoiced_item_tax_category_code,invoiced_item_tax_rate,vat_line_amount_in_aed,invoice_line_amount_in_aed,item_name,item_description
SCN-000055,expected_pass,,INV-2026-000049,2026-06-25,380,AED,388,2026-07-10,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 4667,2273789773,0235,LIC-7984334,TRADE_LICENSE,"Office 26, Business District",Abu Dhabi,DU,AE,4600.00,4600.00,50.00,4650.00,4650.00,3600.00,0.00,E,0.00,1,8.000,EA,3600.00,450.00,450.00,1.000,E,0.00,0.00,3600.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000049,2026-06-25,380,AED,388,2026-07-10,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 4667,2273789773,0235,LIC-7984334,TRADE_LICENSE,"Office 26, Business District",Abu Dhabi,DU,AE,4600.00,4600.00,50.00,4650.00,4650.00,1000.00,50.00,S,5.00,2,5.000,HUR,1000.00,200.00,210.00,1.000,S,5.00,50.00,1050.00,Consulting Hours,ERP tax configuration support
SCN-000056,expected_pass,,INV-2026-000050,2026-04-06,380,AED,388,2026-05-06,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 4392,5911651742,0235,REG-392269,BUSINESS_REG,503 Commerce Street,Muscat,LN,UK,3600.00,3600.00,0.00,3600.00,3600.00,3600.00,0.00,E,0.00,1,8.000,EA,3600.00,450.00,450.00,1.000,E,0.00,0.00,3600.00,Insurance Service,Business insurance fee
SCN-000057,expected_pass,,INV-2026-000051,2026-02-19,380,AED,388,2026-03-06,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 4651,6010632366,0235,LIC-7501637,TRADE_LICENSE,"Office 70, Business District",Dubai,AZ,AE,4650.00,4650.00,232.50,4882.50,4882.50,4650.00,232.50,S,5.00,1,1.000,EA,350.00,350.00,367.50,1.000,S,5.00,17.50,367.50,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000051,2026-02-19,380,AED,388,2026-03-06,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 4651,6010632366,0235,LIC-7501637,TRADE_LICENSE,"Office 70, Business District",Dubai,AZ,AE,4650.00,4650.00,232.50,4882.50,4882.50,4650.00,232.50,S,5.00,2,11.000,EA,3300.00,300.00,315.00,1.000,S,5.00,165.00,3465.00,Export Documentation,Cross-border service documentation
,expected_pass,,INV-2026-000051,2026-02-19,380,AED,388,2026-03-06,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 4651,6010632366,0235,LIC-7501637,TRADE_LICENSE,"Office 70, Business District",Dubai,AZ,AE,4650.00,4650.00,232.50,4882.50,4882.50,4650.00,232.50,S,5.00,3,2.000,EA,1000.00,500.00,525.00,1.000,S,5.00,50.00,1050.00,Hardware Accessory Kit,Network accessories bundle
SCN-000058,expected_pass,,INV-2026-000052,2026-07-01,380,AED,388,2026-07-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 8368,5139164780,0235,LIC-2486411,TRADE_LICENSE,"Office 9, Business District",Dubai,AJ,AE,11100.00,11100.00,105.00,11205.00,11205.00,9000.00,0.00,E,0.00,1,10.000,EA,4500.00,450.00,450.00,1.000,E,0.00,0.00,4500.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000052,2026-07-01,380,AED,388,2026-07-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 8368,5139164780,0235,LIC-2486411,TRADE_LICENSE,"Office 9, Business District",Dubai,AJ,AE,11100.00,11100.00,105.00,11205.00,11205.00,9000.00,0.00,E,0.00,2,10.000,EA,4500.00,450.00,450.00,1.000,E,0.00,0.00,4500.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000052,2026-07-01,380,AED,388,2026-07-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 8368,5139164780,0235,LIC-2486411,TRADE_LICENSE,"Office 9, Business District",Dubai,AJ,AE,11100.00,11100.00,105.00,11205.00,11205.00,2100.00,105.00,S,5.00,3,7.000,EA,2100.00,300.00,315.00,1.000,S,5.00,105.00,2205.00,Export Documentation,Cross-border service documentation
SCN-000059,expected_pass,,INV-2026-000053,2026-10-02,380,AED,388,2026-10-17,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 5297,9855586432,0235,LIC-2244308,TRADE_LICENSE,"Office 122, Business District",Dubai,AJ,AE,8500.00,8500.00,200.00,8700.00,8700.00,4500.00,0.00,E,0.00,1,10.000,EA,4500.00,450.00,450.00,1.000,E,0.00,0.00,4500.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000053,2026-10-02,380,AED,388,2026-10-17,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 5297,9855586432,0235,LIC-2244308,TRADE_LICENSE,"Office 122, Business District",Dubai,AJ,AE,8500.00,8500.00,200.00,8700.00,8700.00,4000.00,200.00,S,5.00,2,8.000,EA,4000.00,500.00,525.00,1.000,S,5.00,200.00,4200.00,Hardware Accessory Kit,Network accessories bundle
SCN-000060,expected_pass,,INV-2026-000054,2026-01-12,380,AED,388,2026-02-11,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3632,3299481137,0235,LIC-8146204,TRADE_LICENSE,"Office 147, Business District",Abu Dhabi,SH,AE,6800.00,6800.00,70.00,6870.00,6870.00,5400.00,0.00,E,0.00,1,3.000,EA,1350.00,450.00,450.00,1.000,E,0.00,0.00,1350.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000054,2026-01-12,380,AED,388,2026-02-11,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3632,3299481137,0235,LIC-8146204,TRADE_LICENSE,"Office 147, Business District",Abu Dhabi,SH,AE,6800.00,6800.00,70.00,6870.00,6870.00,5400.00,0.00,E,0.00,2,9.000,EA,4050.00,450.00,450.00,1.000,E,0.00,0.00,4050.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000054,2026-01-12,380,AED,388,2026-02-11,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 3632,3299481137,0235,LIC-8146204,TRADE_LICENSE,"Office 147, Business District",Abu Dhabi,SH,AE,6800.00,6800.00,70.00,6870.00,6870.00,1400.00,70.00,S,5.00,3,4.000,EA,1400.00,350.00,367.50,1.000,S,5.00,70.00,1470.00,Software Subscription,Annual SaaS subscription
SCN-000061,expected_pass,,INV-2026-000055,2026-09-17,380,AED,388,2026-10-17,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 8776,3852655486,0235,LIC-8317611,TRADE_LICENSE,"Office 163, Business District",Abu Dhabi,DU,AE,2450.00,2450.00,122.50,2572.50,2572.50,2450.00,122.50,S,5.00,1,7.000,EA,2450.00,350.00,367.50,1.000,S,5.00,122.50,2572.50,Software Subscription,Annual SaaS subscription
SCN-000062,expected_pass,,INV-2026-000056,2026-01-06,380,AED,388,2026-01-21,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 4737,1910663962,0235,REG-509858,BUSINESS_REG,357 Commerce Street,Muscat,MU,OM,6650.00,6650.00,85.00,6735.00,6735.00,1700.00,85.00,S,5.00,1,2.000,EA,1000.00,500.00,525.00,1.000,S,5.00,50.00,1050.00,Hardware Accessory Kit,Network accessories bundle
,expected_pass,,INV-2026-000056,2026-01-06,380,AED,388,2026-01-21,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 4737,1910663962,0235,REG-509858,BUSINESS_REG,357 Commerce Street,Muscat,MU,OM,6650.00,6650.00,85.00,6735.00,6735.00,1700.00,85.00,S,5.00,2,2.000,EA,700.00,350.00,367.50,1.000,S,5.00,35.00,735.00,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000056,2026-01-06,380,AED,388,2026-01-21,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 4737,1910663962,0235,REG-509858,BUSINESS_REG,357 Commerce Street,Muscat,MU,OM,6650.00,6650.00,85.00,6735.00,6735.00,4950.00,0.00,E,0.00,3,11.000,EA,4950.00,450.00,450.00,1.000,E,0.00,0.00,4950.00,Insurance Service,Business insurance fee
SCN-000063,expected_pass,,INV-2026-000057,2026-08-17,380,AED,388,2026-08-24,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 4964,5421384444,0235,LIC-5598343,TRADE_LICENSE,"Office 99, Business District",Dubai,AZ,AE,9600.00,9600.00,300.00,9900.00,9900.00,3600.00,0.00,E,0.00,1,8.000,EA,3600.00,450.00,450.00,1.000,E,0.00,0.00,3600.00,Insurance Service,Business insurance fee
,expected_pass,,INV-2026-000057,2026-08-17,380,AED,388,2026-08-24,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 4964,5421384444,0235,LIC-5598343,TRADE_LICENSE,"Office 99, Business District",Dubai,AZ,AE,9600.00,9600.00,300.00,9900.00,9900.00,6000.00,300.00,S,5.00,2,12.000,EA,6000.00,500.00,525.00,1.000,S,5.00,300.00,6300.00,Hardware Accessory Kit,Network accessories bundle
SCN-000064,expected_pass,,INV-2026-000058,2026-08-08,380,AED,388,2026-09-07,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 9490,8527648968,0235,REG-189669,BUSINESS_REG,207 Commerce Street,Muscat,DL,IN,6250.00,6250.00,87.50,6337.50,6337.50,1750.00,87.50,S,5.00,1,5.000,EA,1750.00,350.00,367.50,1.000,S,5.00,87.50,1837.50,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000058,2026-08-08,380,AED,388,2026-09-07,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 9490,8527648968,0235,REG-189669,BUSINESS_REG,207 Commerce Street,Muscat,DL,IN,6250.00,6250.00,87.50,6337.50,6337.50,4500.00,0.00,E,0.00,2,10.000,EA,4500.00,450.00,450.00,1.000,E,0.00,0.00,4500.00,Insurance Service,Business insurance fee
SCN-000065,expected_fail,NEG04_FIELD_29_MISSING_BUYER_COUNTRY,INV-2026-000059,2026-05-16,380,AED,388,2026-06-15,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 5527,4291298238,0235,LIC-7262711,TRADE_LICENSE,"Office 133, Business District",Dubai,AZ,,4500.00,4500.00,90.00,4590.00,4590.00,1800.00,90.00,S,5.00,1,9.000,HUR,1800.00,200.00,210.00,1.000,S,5.00,90.00,1890.00,Consulting Hours,ERP tax configuration support
,expected_fail,NEG04_FIELD_29_MISSING_BUYER_COUNTRY,INV-2026-000059,2026-05-16,380,AED,388,2026-06-15,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 5527,4291298238,0235,LIC-7262711,TRADE_LICENSE,"Office 133, Business District",Dubai,AZ,,4500.00,4500.00,90.00,4590.00,4590.00,2700.00,0.00,E,0.00,2,6.000,EA,2700.00,450.00,450.00,1.000,E,0.00,0.00,2700.00,Insurance Service,Business insurance fee
SCN-000066,expected_pass,,INV-2026-000060,2026-04-18,380,AED,388,2026-05-03,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 9998,9721358089,0235,LIC-7614712,TRADE_LICENSE,"Office 102, Business District",Dubai,AZ,AE,4200.00,4200.00,210.00,4410.00,4410.00,4200.00,210.00,S,5.00,1,12.000,EA,4200.00,350.00,367.50,1.000,S,5.00,210.00,4410.00,Software Subscription,Annual SaaS subscription
SCN-000067,expected_fail,NEG03_FIELD_15_BAD_TRN,INV-2026-000061,2026-12-01,380,AED,388,2026-12-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,10098765432100,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 1897,6288208633,0235,LIC-5060210,TRADE_LICENSE,"Office 14, Business District",Dubai,SH,AE,11200.00,11200.00,357.50,11557.50,11557.50,4050.00,0.00,E,0.00,1,9.000,EA,4050.00,450.00,450.00,1.000,E,0.00,0.00,4050.00,Insurance Service,Business insurance fee
,expected_fail,NEG03_FIELD_15_BAD_TRN,INV-2026-000061,2026-12-01,380,AED,388,2026-12-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,10098765432100,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 1897,6288208633,0235,LIC-5060210,TRADE_LICENSE,"Office 14, Business District",Dubai,SH,AE,11200.00,11200.00,357.50,11557.50,11557.50,7150.00,357.50,S,5.00,2,10.000,EA,5000.00,500.00,525.00,1.000,S,5.00,250.00,5250.00,Hardware Accessory Kit,Network accessories bundle
,expected_fail,NEG03_FIELD_15_BAD_TRN,INV-2026-000061,2026-12-01,380,AED,388,2026-12-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,10098765432100,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 1897,6288208633,0235,LIC-5060210,TRADE_LICENSE,"Office 14, Business District",Dubai,SH,AE,11200.00,11200.00,357.50,11557.50,11557.50,7150.00,357.50,S,5.00,3,2.000,HUR,400.00,200.00,210.00,1.000,S,5.00,20.00,420.00,Consulting Hours,ERP tax configuration support
,expected_fail,NEG03_FIELD_15_BAD_TRN,INV-2026-000061,2026-12-01,380,AED,388,2026-12-08,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,10098765432100,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 1897,6288208633,0235,LIC-5060210,TRADE_LICENSE,"Office 14, Business District",Dubai,SH,AE,11200.00,11200.00,357.50,11557.50,11557.50,7150.00,357.50,S,5.00,4,5.000,EA,1750.00,350.00,367.50,1.000,S,5.00,87.50,1837.50,Software Subscription,Annual SaaS subscription
SCN-000068,expected_pass,,INV-2026-000062,2026-07-31,380,AED,388,2026-08-30,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,30,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 8904,5886785854,0235,LIC-5467574,TRADE_LICENSE,"Office 143, Business District",Abu Dhabi,DU,AE,2800.00,2800.00,140.00,2940.00,2940.00,2800.00,140.00,S,5.00,1,8.000,EA,2800.00,350.00,367.50,1.000,S,5.00,140.00,2940.00,Software Subscription,Annual SaaS subscription
SCN-000069,expected_pass,,INV-2026-000063,2026-02-02,380,AED,388,2026-03-04,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 3852,7297712567,0235,REG-551734,BUSINESS_REG,462 Commerce Street,Muscat,LN,UK,7600.00,7600.00,80.00,7680.00,7680.00,600.00,0.00,Z,0.00,1,2.000,EA,600.00,300.00,300.00,1.000,Z,0.00,0.00,600.00,Export Documentation,Cross-border service documentation
,expected_pass,,INV-2026-000063,2026-02-02,380,AED,388,2026-03-04,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 3852,7297712567,0235,REG-551734,BUSINESS_REG,462 Commerce Street,Muscat,LN,UK,7600.00,7600.00,80.00,7680.00,7680.00,1600.00,80.00,S,5.00,2,8.000,HUR,1600.00,200.00,210.00,1.000,S,5.00,80.00,1680.00,Consulting Hours,ERP tax configuration support
,expected_pass,,INV-2026-000063,2026-02-02,380,AED,388,2026-03-04,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 3852,7297712567,0235,REG-551734,BUSINESS_REG,462 Commerce Street,Muscat,LN,UK,7600.00,7600.00,80.00,7680.00,7680.00,5400.00,0.00,E,0.00,3,12.000,EA,5400.00,450.00,450.00,1.000,E,0.00,0.00,5400.00,Insurance Service,Business insurance fee
SCN-000070,expected_pass,,INV-2026-000064,2026-09-29,380,AED,388,2026-10-29,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6100,5452385202,0235,LIC-9579255,TRADE_LICENSE,"Office 217, Business District",Abu Dhabi,AJ,AE,9450.00,9450.00,472.50,9922.50,9922.50,9450.00,472.50,S,5.00,1,5.000,EA,1750.00,350.00,367.50,1.000,S,5.00,87.50,1837.50,Software Subscription,Annual SaaS subscription
,expected_pass,,INV-2026-000064,2026-09-29,380,AED,388,2026-10-29,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6100,5452385202,0235,LIC-9579255,TRADE_LICENSE,"Office 217, Business District",Abu Dhabi,AJ,AE,9450.00,9450.00,472.50,9922.50,9922.50,9450.00,472.50,S,5.00,2,4.000,EA,1200.00,300.00,315.00,1.000,S,5.00,60.00,1260.00,Export Documentation,Cross-border service documentation
,expected_pass,,INV-2026-000064,2026-09-29,380,AED,388,2026-10-29,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6100,5452385202,0235,LIC-9579255,TRADE_LICENSE,"Office 217, Business District",Abu Dhabi,AJ,AE,9450.00,9450.00,472.50,9922.50,9922.50,9450.00,472.50,S,5.00,3,11.000,EA,5500.00,500.00,525.00,1.000,S,5.00,275.00,5775.00,Hardware Accessory Kit,Network accessories bundle
,expected_pass,,INV-2026-000064,2026-09-29,380,AED,388,2026-10-29,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,42,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic UAE Buyer 6100,5452385202,0235,LIC-9579255,TRADE_LICENSE,"Office 217, Business District",Abu Dhabi,AJ,AE,9450.00,9450.00,472.50,9922.50,9922.50,9450.00,472.50,S,5.00,4,2.000,EA,1000.00,500.00,525.00,1.000,S,5.00,50.00,1050.00,Hardware Accessory Kit,Network accessories bundle
SCN-000071,expected_fail,NEG05_LINE_TAX_MISMATCH,INV-2026-000065,2026-01-21,380,AED,388,2026-02-20,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 9654,5939363534,0235,REG-427144,BUSINESS_REG,822 Commerce Street,Muscat,DL,IN,9600.00,9600.00,375.00,9975.00,9975.00,2100.00,0.00,S,0.00,1,7.000,EA,2100.00,300.00,300.00,1.000,S,0.00,0.00,2100.00,Export Documentation,Cross-border service documentation
,expected_fail,NEG05_LINE_TAX_MISMATCH,INV-2026-000065,2026-01-21,380,AED,388,2026-02-20,urn:fdc:peppol.eu:2017:poacc:billing:01:1.0,urn:cen.eu:en16931:2017,31,Synthetic Gulf Tech LLC,1009876543,0235,LIC-7894561,TRADE_LICENSE,100987654321000,VAT,"Office 1203, Sheikh Zayed Road",Dubai,DU,AE,Synthetic Intl Buyer 9654,5939363534,0235,REG-427144,BUSINESS_REG,822 Commerce Street,Muscat,DL,IN,9600.00,9600.00,375.00,9975.00,9975.00,7500.00,375.00,S,5.00,2,10.000,EA,5000.00,500.00,525.00,1.000,S,5.00,250.00,5250.00,Hardware Accessory Kit,Network accessories bundle
